 0.00000000e+00  1.65300000e+00  0.00000000e+00  1.65000000e+00 
 1.00000000e-11  1.65300000e+00  1.00000000e-11  1.65000000e+00 
 2.00000000e-11  1.65300000e+00  2.00000000e-11  1.65000000e+00 
 4.00000000e-11  1.65300000e+00  4.00000000e-11  1.65000000e+00 
 8.00000000e-11  1.65300000e+00  8.00000000e-11  1.65000000e+00 
 1.60000000e-10  1.65300000e+00  1.60000000e-10  1.65000000e+00 
 3.20000000e-10  1.65300000e+00  3.20000000e-10  1.65000000e+00 
 5.91117026e-10  1.65300000e+00  5.91117026e-10  1.65000000e+00 
 9.37278321e-10  1.65300000e+00  9.37278321e-10  1.65000000e+00 
 1.00000000e-09  1.65300000e+00  1.00000000e-09  1.65000000e+00 
 1.06923226e-09  1.65300000e+00  1.06923226e-09  1.65000000e+00 
 1.20769678e-09  1.65300000e+00  1.20769678e-09  1.65000000e+00 
 1.48462581e-09  1.65300000e+00  1.48462581e-09  1.65000000e+00 
 1.91400148e-09  1.65300000e+00  1.91400148e-09  1.65000000e+00 
 2.39888060e-09  1.65300000e+00  2.39888060e-09  1.65000000e+00 
 2.76272284e-09  1.65300000e+00  2.76272284e-09  1.65000000e+00 
 3.09020635e-09  1.65300000e+00  3.09020635e-09  1.65000000e+00 
 3.43145340e-09  1.65300000e+00  3.43145340e-09  1.65000000e+00 
 3.78727729e-09  1.65300000e+00  3.78727729e-09  1.65000000e+00 
 4.24891629e-09  1.65300000e+00  4.24891629e-09  1.65000000e+00 
 4.71048975e-09  1.65300000e+00  4.71048975e-09  1.65000000e+00 
 5.22632611e-09  1.65300000e+00  5.22632611e-09  1.65000000e+00 
 5.70406301e-09  1.65300000e+00  5.70406301e-09  1.65000000e+00 
 6.20318423e-09  1.65300000e+00  6.20318423e-09  1.65000000e+00 
 6.73268353e-09  1.65300000e+00  6.73268353e-09  1.65000000e+00 
 7.52225363e-09  1.65300000e+00  7.52225363e-09  1.65000000e+00 
 8.39768356e-09  1.65300000e+00  8.39768356e-09  1.65000000e+00 
